channel,sku,shipment_id,quantity_sold,quantity_returned,gross_sale,taxes,net_sales,created_at
online,SKU-02427,SHP-0026994,1,0,60,12.6,47.4,1.7763689E9
online,SKU-02021,SHP-0012550,1,0,60,12.6,47.4,1.730381654E9
retail,SKU-05413,SHP-0008088,2,0,60,12.6,47.4,1.752220049E9
retail,SKU-05638,SHP-0001944,1,0,60,12.6,47.4,1.723774666E9
retail,SKU-01203,SHP-0015999,1,0,60,12.6,47.4,1.723810069E9
online,SKU-07929,SHP-0018948,1,0,60,12.6,47.4,1.763616624E9
retail,SKU-02427,SHP-0022710,1,0,60,12.6,47.4,1.763627063E9
online,SKU-05413,SHP-0006535,2,0,60,12.6,47.4,1.763635457E9
online,SKU-08630,SHP-0008229,1,0,60,12.6,47.4,1.763639793E9
online,SKU-07887,SHP-0017944,1,0,60,12.6,47.4,1.763649093E9
online,SKU-08633,SHP-0011293,1,0,60,12.6,47.4,1.763677805E9
online,SKU-08633,SHP-0027137,1,0,60,12.6,47.4,1.763682998E9
retail,SKU-08633,SHP-0027210,1,0,60,12.6,47.4,1.775016566E9
online,SKU-05413,SHP-0013470,2,0,60,12.6,47.4,1.775047577E9
online,SKU-08633,SHP-0023076,1,0,60,12.6,47.4,1.775092265E9
online,SKU-08633,SHP-0004026,1,0,60,12.6,47.4,1.775145407E9
online,SKU-07887,SHP-0008034,1,0,60,12.6,47.4,1.77514568E9
retail,SKU-01203,SHP-0020759,1,0,60,12.6,47.4,1.739121938E9
online,SKU-01203,SHP-0022873,1,1,60,12.6,47.4,1.739124146E9
online,SKU-07929,SHP-0007082,1,0,60,12.6,47.4,1.744508451E9
online,SKU-02021,SHP-0010731,1,0,60,12.6,47.4,1.744571153E9
online,SKU-06130,SHP-0025080,2,0,60,12.6,47.4,1.744557978E9
online,SKU-05638,SHP-0000847,1,1,60,12.6,47.4,1.74530458E9
retail,SKU-08633,SHP-0011560,1,0,60,12.6,47.4,1.759692524E9
retail,SKU-02021,SHP-0010338,1,0,60,12.6,47.4,1.760641736E9
online,SKU-07887,SHP-0008708,1,0,60,12.6,47.4,1.778465499E9
online,SKU-01203,SHP-0025507,1,0,60,12.6,47.4,1.778482725E9
online,SKU-08633,SHP-0007722,1,0,60,12.6,47.4,1.77853505E9
retail,SKU-02427,SHP-0011107,1,1,60,12.6,47.4,1.756391726E9
online,SKU-01203,SHP-0016823,1,0,60,12.6,47.4,1.756404766E9
online,SKU-07929,SHP-0023244,1,0,60,12.6,47.4,1.756408158E9
online,SKU-02427,SHP-0021613,1,0,60,12.6,47.4,1.745608867E9
online,SKU-02021,SHP-0025315,1,0,60,12.6,47.4,1.745616531E9
online,SKU-08633,SHP-0026273,1,0,60,12.6,47.4,1.760672802E9
online,SKU-07929,SHP-0028841,1,1,60,12.6,47.4,1.760708555E9
online,SKU-02021,SHP-0027750,1,0,60,12.6,47.4,1.74153156E9
online,SKU-05638,SHP-0009421,1,0,60,12.6,47.4,1.755056204E9
online,SKU-07887,SHP-0017362,1,0,60,12.6,47.4,1.755056209E9
online,SKU-08630,SHP-0000603,1,0,60,12.6,47.4,1.755079463E9
retail,SKU-02427,SHP-0020150,1,0,60,12.6,47.4,1.755082572E9
online,SKU-07929,SHP-0016104,1,0,60,12.6,47.4,1.758522916E9
online,SKU-07887,SHP-0011829,1,0,60,12.6,47.4,1.758585353E9
online,SKU-01829,SHP-0025023,2,0,60,12.6,47.4,1.758518401E9
online,SKU-07929,SHP-0003664,1,0,60,12.6,47.4,1.720783415E9
online,SKU-05638,SHP-0006392,1,0,60,12.6,47.4,1.759376256E9
online,SKU-02427,SHP-0028840,1,0,60,12.6,47.4,1.722072036E9
online,SKU-05638,SHP-0026882,1,1,60,12.6,47.4,1.720998299E9
marketplace,SKU-07929,SHP-0007451,1,0,60,12.6,47.4,1.779622474E9
online,SKU-01203,SHP-0003002,1,0,60,12.6,47.4,1.779665896E9
online,SKU-06130,SHP-0018386,2,0,60,12.6,47.4,1.779640729E9
marketplace,SKU-05638,SHP-0025197,1,0,60,12.6,47.4,1.776214985E9
online,SKU-07929,SHP-0014902,1,0,60,12.6,47.4,1.776240147E9
online,SKU-07929,SHP-0012891,1,0,60,12.6,47.4,1.776254669E9
online,SKU-05815,SHP-9220393,2,0,60,12.6,47.4,1.776278409E9
online,SKU-01203,SHP-0003039,1,0,60,12.6,47.4,1.772933333E9
online,SKU-07929,SHP-0023155,1,1,60,12.6,47.4,1.772937438E9
online,SKU-02021,SHP-0007804,1,0,60,12.6,47.4,1.772967134E9
online,SKU-02427,SHP-0024536,1,0,60,12.6,47.4,1.772972915E9
online,SKU-01203,SHP-0003667,1,0,60,12.6,47.4,1.773008122E9
online,SKU-02021,SHP-0026768,1,0,60,12.6,47.4,1.75927822E9
online,SKU-02021,SHP-0012971,1,0,60,12.6,47.4,1.759293667E9
retail,SKU-02061,SHP-0002893,2,0,60,12.6,47.4,1.75931909E9
online,SKU-04249,SHP-0004536,2,1,60,12.6,47.4,1.759320489E9
online,SKU-07929,SHP-0028768,1,0,60,12.6,47.4,1.763721409E9
online,SKU-01203,SHP-0014653,1,1,60,12.6,47.4,1.763747788E9
online,SKU-02021,SHP-0008095,1,0,60,12.6,47.4,1.751772095E9
retail,SKU-02427,SHP-0001517,1,1,60,12.6,47.4,1.751806638E9
retail,SKU-05638,SHP-0012850,1,0,60,12.6,47.4,1.751811873E9
online,SKU-02427,SHP-0001801,1,0,60,12.6,47.4,1.722028456E9
online,SKU-02021,SHP-0011141,1,0,60,12.6,47.4,1.741110135E9
retail,SKU-02427,SHP-0003911,1,0,60,12.6,47.4,1.72221931E9
online,SKU-08630,SHP-0029103,1,0,60,12.6,47.4,1.73904701E9
online,SKU-08630,SHP-0011029,1,0,60,12.6,47.4,1.742055333E9
online,SKU-02427,SHP-0025427,1,0,60,12.6,47.4,1.760434424E9
retail,SKU-92086,SHP-0021765,1,0,60,12.6,47.4,1.760449842E9
online,SKU-01203,SHP-0005714,1,0,60,12.6,47.4,1.760450889E9
retail,SKU-90131,SHP-0028361,1,0,60,12.6,47.4,1.760457276E9
online,SKU-02021,SHP-0021967,1,1,60,12.6,47.4,1.759519914E9
online,SKU-07887,SHP-0024451,1,0,60,12.6,47.4,1.77713198E9
online,SKU-01203,SHP-0026685,1,1,60,12.6,47.4,1.777107765E9
online,SKU-02427,SHP-0028305,1,0,60,12.6,47.4,1.767126045E9
retail,SKU-02427,SHP-0011047,1,0,60,12.6,47.4,1.747453622E9
online,SKU-03880,SHP-0026729,2,0,60,12.6,47.4,1.747457381E9
online,SKU-01203,SHP-0014709,1,0,60,12.6,47.4,1.747521502E9
online,SKU-08633,SHP-0012763,1,1,60,12.6,47.4,1.762907914E9
online,SKU-06130,SHP-0008193,2,0,60,12.6,47.4,1.762918692E9
online,SKU-07887,SHP-0016759,1,0,60,12.6,47.4,1.76294476E9
online,SKU-04249,SHP-0018933,2,0,60,12.6,47.4,1.76294811E9
retail,SKU-08633,SHP-0004274,1,0,60,12.6,47.4,1.762958194E9
online,SKU-02427,SHP-0008552,1,1,60,12.6,47.4,1.762966888E9
online,SKU-05815,SHP-0015889,2,0,60,12.6,47.4,1.762968907E9
retail,SKU-02021,SHP-0028237,1,0,60,12.6,47.4,1.762970016E9
retail,SKU-02427,SHP-0023150,1,0,60,12.6,47.4,1.76298874E9
online,SKU-01203,SHP-0029158,1,0,60,12.6,47.4,1.762990707E9
online,SKU-04249,SHP-0027656,2,2,60,12.6,47.4,1.729715188E9
online,SKU-07887,SHP-0029756,1,0,60,12.6,47.4,1.729719192E9
retail,SKU-08633,SHP-0017862,1,0,60,12.6,47.4,1.745675507E9
marketplace,SKU-08633,SHP-0003839,1,0,60,12.6,47.4,1.745680992E9
online,SKU-02021,SHP-0009363,1,0,60,12.6,47.4,1.724334325E9
online,SKU-02427,SHP-0008147,1,0,60,12.6,47.4,1.724354921E9
online,SKU-02061,SHP-0002622,2,0,60,12.6,47.4,1.724305907E9
online,SKU-08633,SHP-0023687,1,0,60,12.6,47.4,1.758964225E9
retail,SKU-04249,SHP-0016100,2,0,60,12.6,47.4,1.758964628E9
retail,SKU-02021,SHP-0015956,1,0,60,12.6,47.4,1.75897741E9
online,SKU-05815,SHP-0018970,2,0,60,12.6,47.4,1.75901206E9
retail,SKU-05638,SHP-0024857,1,0,60,12.6,47.4,1.769834735E9
online,SKU-08633,SHP-0011092,1,0,60,12.6,47.4,1.751928608E9
online,SKU-07887,SHP-0010770,1,0,60,12.6,47.4,1.743242889E9
retail,SKU-07887,SHP-0021784,1,1,60,12.6,47.4,1.763968577E9
online,SKU-07887,SHP-0009306,1,0,60,12.6,47.4,1.764003437E9
online,SKU-02021,SHP-0025966,1,0,60,12.6,47.4,1.764023739E9
online,SKU-08630,SHP-0002091,1,1,60,12.6,47.4,1.755314626E9
retail,SKU-02427,SHP-0019242,1,0,60,12.6,47.4,1.755314992E9
online,SKU-08630,SHP-0019935,1,0,60,12.6,47.4,1.755371932E9
online,SKU-08633,SHP-0007801,1,0,60,12.6,47.4,1.755381085E9
retail,SKU-90424,SHP-0004132,1,0,60,12.6,47.4,1.717553692E9
online,SKU-02021,SHP-0000930,1,0,60,12.6,47.4,1.717553767E9
marketplace,SKU-08633,SHP-0020975,1,0,60,12.6,47.4,1.754996139E9
online,SKU-07929,SHP-0021609,1,0,60,12.6,47.4,1.75503326E9
online,SKU-01203,SHP-0002800,1,0,60,12.6,47.4,1.773022611E9
online,SKU-96160,SHP-0005232,1,0,60,12.6,47.4,1.773048079E9
online,SKU-01203,SHP-0014618,1,0,60,12.6,47.4,1.773079045E9
retail,SKU-08630,SHP-0013416,1,0,60,12.6,47.4,1.7730872E9
online,SKU-01203,SHP-0025981,1,0,60,12.6,47.4,1.717966302E9
online,SKU-07929,SHP-0017793,1,0,60,12.6,47.4,1.717972588E9
retail,SKU-05638,SHP-9314521,1,0,60,12.6,47.4,1.717973942E9
online,SKU-05815,SHP-0002239,2,0,60,12.6,47.4,1.717966761E9
online,SKU-05815,SHP-0011229,2,0,60,12.6,47.4,1.717972717E9
online,SKU-02021,SHP-0011975,1,0,60,12.6,47.4,1.767323527E9
online,SKU-01203,SHP-0027418,1,0,60,12.6,47.4,1.767364273E9
online,SKU-08630,SHP-0015513,1,0,60,12.6,47.4,1.76737023E9
online,SKU-07887,SHP-0001526,1,0,60,12.6,47.4,1.767376592E9
retail,SKU-08633,SHP-0004422,1,0,60,12.6,47.4,1.767397089E9
online,SKU-02021,SHP-0006137,1,0,60,12.6,47.4,1.77943338E9
online,SKU-01203,SHP-0009452,1,0,60,12.6,47.4,1.779468186E9
retail,SKU-08630,SHP-0006284,1,0,60,12.6,47.4,1.729541151E9
online,SKU-97465,SHP-0003848,2,0,60,12.6,47.4,1.729484521E9
online,SKU-08630,SHP-0003226,1,0,60,12.6,47.4,1.745384742E9
online,SKU-08630,SHP-0013030,1,0,60,12.6,47.4,1.762829253E9
online,SKU-07929,SHP-0014638,1,0,60,12.6,47.4,1.762865536E9
online,SKU-02021,SHP-0026877,1,0,60,12.6,47.4,1.762867907E9
online,SKU-07887,SHP-0018532,1,1,60,12.6,47.4,1.762868469E9
retail,SKU-07929,SHP-0001013,1,0,60,12.6,47.4,1.762872488E9
retail,SKU-05638,SHP-0012947,1,0,60,12.6,47.4,1.762874874E9
marketplace,SKU-07929,SHP-0025178,1,0,60,12.6,47.4,1.762877972E9
online,SKU-02427,SHP-0022731,1,0,60,12.6,47.4,1.742095359E9
online,SKU-07929,SHP-0008175,1,1,60,12.6,47.4,1.742131827E9
retail,SKU-08633,SHP-0013567,1,0,60,12.6,47.4,1.742133917E9
online,SKU-08633,SHP-0021430,1,1,60,12.6,47.4,1.729432134E9
retail,SKU-01203,SHP-0004778,1,0,60,12.6,47.4,1.729436619E9
online,SKU-01829,SHP-0018013,2,0,60,12.6,47.4,1.729463794E9
retail,SKU-07929,SHP-0001515,1,0,60,12.6,47.4,1.754213079E9
online,SKU-04249,SHP-0022304,2,0,60,12.6,47.4,1.754181068E9
retail,SKU-05815,SHP-0026118,2,0,60,12.6,47.4,1.75418754E9
online,SKU-02021,SHP-0019229,1,1,60,12.6,47.4,1.719799161E9
online,SKU-07929,SHP-0021591,1,0,60,12.6,47.4,1.71987557E9
retail,SKU-95362,SHP-0003858,1,0,60,12.6,47.4,1.758796714E9
online,SKU-01203,SHP-0003889,1,0,60,12.6,47.4,1.758805153E9
online,SKU-07887,SHP-0017814,1,0,60,12.6,47.4,1.758806773E9
online,SKU-08633,SHP-0007382,1,0,60,12.6,47.4,1.725113758E9
online,SKU-02021,SHP-0017681,1,0,60,12.6,47.4,1.774708122E9
online,SKU-02021,SHP-0025970,1,1,60,12.6,47.4,1.774741145E9
online,SKU-08095,SHP-0017710,2,2,360,75.6,284.4,1.753855474E9
online,SKU-06048,SHP-0029335,2,0,360,75.6,284.4,1.753871152E9
retail,SKU-07896,SHP-0005880,3,0,360,75.6,284.4,1.726708402E9
retail,SKU-03093,SHP-0016792,2,0,360,75.6,284.4,1.750578316E9
retail,SKU-05898,SHP-0003940,2,0,360,75.6,284.4,1.734384396E9
retail,SKU-07255,SHP-0000303,2,0,360,75.6,284.4,1.719071262E9
retail,SKU-04971,SHP-0006776,3,0,360,75.6,284.4,1.734255103E9
retail,SKU-08095,SHP-0014096,2,0,360,75.6,284.4,1.762441731E9
retail,SKU-07255,SHP-0010306,2,0,360,75.6,284.4,1.777621042E9
online,SKU-04445,SHP-0017620,2,0,360,75.6,284.4,1.725740011E9
online,SKU-01863,SHP-0001506,3,0,360,75.6,284.4,1.725694651E9
online,SKU-03093,SHP-0013116,2,0,360,75.6,284.4,1.746135572E9
online,SKU-05898,SHP-0019227,2,0,360,75.6,284.4,1.775581373E9
online,SKU-06947,SHP-0026375,3,0,360,75.6,284.4,1.775588547E9
online,SKU-08843,SHP-0020386,2,0,360,75.6,284.4,1.766860029E9
online,SKU-03093,SHP-0012041,2,0,360,75.6,284.4,1.766868781E9
retail,SKU-06947,SHP-0015599,3,0,360,75.6,284.4,1.766806594E9
online,SKU-04221,SHP-0011341,4,0,360,75.6,284.4,1.733118208E9
online,SKU-04746,SHP-0014138,2,0,360,75.6,284.4,1.765507925E9
marketplace,SKU-01706,SHP-0010626,2,0,360,75.6,284.4,1.735449104E9
retail,SKU-09173,SHP-0000030,3,2,360,75.6,284.4,1.769234306E9
online,SKU-01863,SHP-0012433,3,0,360,75.6,284.4,1.768171622E9
retail,SKU-08843,SHP-0012662,2,0,360,75.6,284.4,1.768168551E9
retail,SKU-03093,SHP-0018169,2,1,360,75.6,284.4,1.769660506E9
retail,SKU-01521,SHP-0021853,3,0,360,75.6,284.4,1.769697669E9
online,SKU-01952,SHP-0007532,4,0,360,75.6,284.4,1.767273151E9
online,SKU-08843,SHP-0013512,2,0,360,75.6,284.4,1.733015384E9
retail,SKU-07255,SHP-0014695,2,0,360,75.6,284.4,1.733021577E9
online,SKU-02152,SHP-0002466,2,2,360,75.6,284.4,1.733038828E9
online,SKU-08095,SHP-0021613,2,0,360,75.6,284.4,1.733043251E9
online,SKU-07255,SHP-0023742,2,2,360,75.6,284.4,1.767041501E9
online,SKU-01952,SHP-0017590,4,0,360,75.6,284.4,1.771740788E9
online,SKU-01807,SHP-0025562,3,3,360,75.6,284.4,1.750427333E9
marketplace,SKU-06947,SHP-0022830,3,0,360,75.6,284.4,1.780040572E9
online,SKU-04445,SHP-0016294,2,0,360,75.6,284.4,1.7800408E9
online,SKU-08843,SHP-0017027,2,0,360,75.6,284.4,1.780084024E9
online,SKU-04746,SHP-0026163,2,0,360,75.6,284.4,1.7377518E9
retail,SKU-06667,SHP-0005570,2,0,360,75.6,284.4,1.765669511E9
online,SKU-04971,SHP-0021319,3,3,360,75.6,284.4,1.75475287E9
online,SKU-95515,SHP-0023139,4,0,360,75.6,284.4,1.754735136E9
retail,SKU-08843,SHP-0022954,2,0,360,75.6,284.4,1.778550935E9
retail,SKU-01863,SHP-0013434,3,0,360,75.6,284.4,1.778599125E9
online,SKU-04445,SHP-0008018,2,2,360,75.6,284.4,1.725815363E9
online,SKU-01706,SHP-0009839,2,1,360,75.6,284.4,1.778047493E9
online,SKU-03093,SHP-0003800,2,2,360,75.6,284.4,1.778048192E9
online,SKU-08095,SHP-0014231,2,0,360,75.6,284.4,1.766724554E9
online,SKU-03093,SHP-0013474,2,0,360,75.6,284.4,1.766733797E9
online,SKU-02367,SHP-0017002,3,0,360,75.6,284.4,1.76673978E9
online,SKU-04445,SHP-0023334,2,2,360,75.6,284.4,1.766742948E9
online,SKU-07323,SHP-0028488,2,0,360,75.6,284.4,1.766773884E9
online,SKU-06667,SHP-0023494,2,0,360,75.6,284.4,1.763554737E9
marketplace,SKU-01706,SHP-0015533,2,2,360,75.6,284.4,1.750519121E9
online,SKU-01706,SHP-0010810,2,1,360,75.6,284.4,1.736531065E9
retail,SKU-04445,SHP-0008466,2,1,360,75.6,284.4,1.762159985E9
retail,SKU-06048,SHP-0013903,2,0,360,75.6,284.4,1.762181306E9
online,SKU-01706,SHP-0005007,2,0,360,75.6,284.4,1.762575983E9
online,SKU-09173,SHP-0003416,3,0,360,75.6,284.4,1.7625816E9
retail,SKU-08095,SHP-0008450,2,0,360,75.6,284.4,1.736642259E9
online,SKU-01863,SHP-0020892,3,0,360,75.6,284.4,1.747106496E9
marketplace,SKU-08095,SHP-0017342,2,0,360,75.6,284.4,1.75710838E9
marketplace,SKU-09173,SHP-0011238,3,1,360,75.6,284.4,1.731105923E9
online,SKU-06048,SHP-0027326,2,1,360,75.6,284.4,1.778673386E9
retail,SKU-08095,SHP-0019159,2,0,360,75.6,284.4,1.778696454E9
online,SKU-01706,SHP-0028503,2,0,360,75.6,284.4,1.766598593E9
online,SKU-01788,SHP-0009624,3,0,360,75.6,284.4,1.73409057E9
online,SKU-08843,SHP-0020481,2,1,360,75.6,284.4,1.775646911E9
online,SKU-07949,SHP-0024852,3,0,360,75.6,284.4,1.775673077E9
online,SKU-06667,SHP-0015732,2,0,360,75.6,284.4,1.724050025E9
online,SKU-03446,SHP-0022663,3,0,360,75.6,284.4,1.724045471E9
online,SKU-08843,SHP-0010507,2,1,360,75.6,284.4,1.775769178E9
retail,SKU-04221,SHP-0024013,4,0,360,75.6,284.4,1.775712158E9
marketplace,SKU-07323,SHP-0009073,2,0,360,75.6,284.4,1.750721849E9
retail,SKU-09028,SHP-0021506,2,0,360,75.6,284.4,1.730884163E9
online,SKU-04746,SHP-0029319,2,0,360,75.6,284.4,1.730889483E9
marketplace,SKU-03093,SHP-0025022,2,0,360,75.6,284.4,1.758055746E9
online,SKU-02152,SHP-0022184,2,0,360,75.6,284.4,1.719187548E9
online,SKU-01807,SHP-0011084,3,0,360,75.6,284.4,1.71919238E9
online,SKU-07811,SHP-0000998,4,0,360,75.6,284.4,1.766502873E9
online,SKU-06048,SHP-0008009,2,0,360,75.6,284.4,1.766508152E9
retail,SKU-06667,SHP-0029415,2,0,360,75.6,284.4,1.762053259E9
online,SKU-02152,SHP-0018222,2,0,360,75.6,284.4,1.762062234E9
online,SKU-04445,SHP-0015414,2,0,360,75.6,284.4,1.762068591E9
online,SKU-01788,SHP-0029118,3,2,360,75.6,284.4,1.762117007E9
online,SKU-06947,SHP-0011813,3,0,360,75.6,284.4,1.779861737E9
online,SKU-02152,SHP-0015739,2,0,360,75.6,284.4,1.764409915E9
online,SKU-08559,SHP-0027208,3,0,360,75.6,284.4,1.764411587E9
online,SKU-05898,SHP-0021871,2,0,360,75.6,284.4,1.75688536E9
online,SKU-07323,SHP-0000851,2,0,360,75.6,284.4,1.756921112E9
online,SKU-03093,SHP-0021295,2,0,360,75.6,284.4,1.766369503E9
retail,SKU-05200,SHP-0026667,2,0,360,75.6,284.4,1.766370718E9
online,SKU-03093,SHP-0009757,2,0,360,75.6,284.4,1.766384774E9
online,SKU-08095,SHP-0003084,2,0,360,75.6,284.4,1.766409189E9
online,SKU-04888,SHP-0006348,3,0,360,75.6,284.4,1.766439967E9
online,SKU-04221,SHP-0015554,4,0,360,75.6,284.4,1.719455459E9
online,SKU-09028,SHP-9287108,2,0,360,75.6,284.4,1.775442116E9
retail,SKU-07255,SHP-0022306,2,2,360,75.6,284.4,1.775493678E9
online,SKU-06048,SHP-0012211,2,0,360,75.6,284.4,1.765411967E9
online,SKU-03093,SHP-0001069,2,1,360,75.6,284.4,1.765456094E9
online,SKU-01788,SHP-0001406,3,0,360,75.6,284.4,1.769120739E9
online,SKU-06048,SHP-0012103,2,0,360,75.6,284.4,1.763380468E9
retail,SKU-08843,SHP-0012847,2,0,360,75.6,284.4,1.763390222E9
online,SKU-04746,SHP-0019708,2,0,360,75.6,284.4,1.737376175E9
retail,SKU-07255,SHP-0019151,2,0,360,75.6,284.4,1.737379217E9
online,SKU-04445,SHP-0003131,2,0,360,75.6,284.4,1.75679176E9
online,SKU-03888,SHP-0027111,3,0,360,75.6,284.4,1.727227509E9
online,SKU-02152,SHP-0006239,2,0,360,75.6,284.4,1.77208219E9
online,SKU-08262,SHP-0010082,4,0,360,75.6,284.4,1.772074119E9
online,SKU-01952,SHP-0026974,4,2,360,75.6,284.4,1.772117403E9
online,SKU-07896,SHP-0023508,3,0,360,75.6,284.4,1.748865943E9
online,SKU-08095,SHP-0019348,2,0,360,75.6,284.4,1.748870224E9
online,SKU-05131,SHP-0021314,3,0,360,75.6,284.4,1.769379483E9
marketplace,SKU-08095,SHP-0025858,2,0,360,75.6,284.4,1.719340969E9
online,SKU-03888,SHP-0004800,3,0,360,75.6,284.4,1.722711815E9
online,SKU-07323,SHP-0001744,2,0,360,75.6,284.4,1.777965374E9
online,SKU-05131,SHP-0027676,3,0,360,75.6,284.4,1.777995448E9
online,SKU-06048,SHP-0024054,2,0,360,75.6,284.4,1.747995798E9
online,SKU-05898,SHP-0028943,2,0,360,75.6,284.4,1.735344186E9
retail,SKU-07255,SHP-0027177,2,0,360,75.6,284.4,1.735351157E9
online,SKU-09173,SHP-0013399,3,0,360,75.6,284.4,1.7521457E9
online,SKU-03093,SHP-0000181,2,0,360,75.6,284.4,1.748245962E9
marketplace,SKU-09423,SHP-0016305,3,0,360,75.6,284.4,1.748250734E9
online,SKU-07896,SHP-0016169,3,0,360,75.6,284.4,1.748257747E9
online,SKU-05524,SHP-9897829,3,3,360,75.6,284.4,1.747045284E9
online,SKU-03093,SHP-0000961,2,1,360,75.6,284.4,1.73455812E9
online,SKU-07896,SHP-0017520,3,0,360,75.6,284.4,1.734506043E9
online,SKU-07255,SHP-0017234,2,0,360,75.6,284.4,1.757729581E9
online,SKU-07811,SHP-0015958,4,2,360,75.6,284.4,1.74615856E9
retail,SKU-07323,SHP-0018176,2,0,360,75.6,284.4,1.756565455E9
online,SKU-04746,SHP-0008725,2,0,360,75.6,284.4,1.732780206E9
online,SKU-05131,SHP-0012599,3,0,360,75.6,284.4,1.779838038E9
online,SKU-09173,SHP-0019742,3,0,360,75.6,284.4,1.778985916E9
online,SKU-04445,SHP-0027428,2,1,360,75.6,284.4,1.76325483E9
online,SKU-02152,SHP-0027657,2,1,360,75.6,284.4,1.763260774E9
online,SKU-04746,SHP-0016199,2,0,360,75.6,284.4,1.743629421E9
online,SKU-04746,SHP-0007108,2,0,360,75.6,284.4,1.769577734E9
retail,SKU-05898,SHP-0015483,2,0,360,75.6,284.4,1.73349266E9
online,SKU-01788,SHP-0016381,3,0,360,75.6,284.4,1.733507385E9
online,SKU-03093,SHP-0019124,2,0,360,75.6,284.4,1.726496217E9
marketplace,SKU-02152,SHP-0012556,2,0,360,75.6,284.4,1.726526955E9
online,SKU-05524,SHP-0004754,3,2,360,75.6,284.4,1.726506329E9
online,SKU-01706,SHP-0009664,2,0,360,75.6,284.4,1.768083735E9
online,SKU-04445,SHP-0010364,2,0,360,75.6,284.4,1.777833693E9
online,SKU-05898,SHP-0022391,2,0,360,75.6,284.4,1.753230413E9
online,SKU-06667,SHP-0018847,2,0,360,75.6,284.4,1.779093387E9
online,SKU-05524,SHP-0025016,3,0,360,75.6,284.4,1.779073547E9
online,SKU-07811,SHP-0023045,4,0,360,75.6,284.4,1.779103098E9
marketplace,SKU-01706,SHP-0011701,2,0,360,75.6,284.4,1.728199733E9
retail,SKU-05898,SHP-0020826,2,0,360,75.6,284.4,1.757029579E9
marketplace,SKU-08843,SHP-0018752,2,0,360,75.6,284.4,1.763439537E9
online,SKU-04746,SHP-0024326,2,0,360,75.6,284.4,1.763442538E9
online,SKU-02367,SHP-0002339,3,0,360,75.6,284.4,1.763455269E9
online,SKU-04445,SHP-0016746,2,0,360,75.6,284.4,1.733231894E9
online,SKU-08095,SHP-0022293,2,0,360,75.6,284.4,1.733232405E9
marketplace,SKU-07481,SHP-0024813,3,0,360,75.6,284.4,1.766276648E9
online,SKU-02152,SHP-0001718,2,0,360,75.6,284.4,1.743724725E9
retail,SKU-08559,SHP-0028595,3,2,360,75.6,284.4,1.743723392E9
retail,SKU-01952,SHP-0015445,4,0,360,75.6,284.4,1.771556765E9
retail,SKU-06667,SHP-0025620,2,0,360,75.6,284.4,1.722898534E9
online,SKU-08095,SHP-0006502,2,0,360,75.6,284.4,1.768707881E9
online,SKU-07481,SHP-0012227,3,0,360,75.6,284.4,1.768728462E9
online,SKU-07255,SHP-0015839,2,1,360,75.6,284.4,1.72620469E9
online,SKU-03093,SHP-0006182,2,0,360,75.6,284.4,1.72626743E9
online,SKU-07255,SHP-0010000,2,0,360,75.6,284.4,1.732921023E9
online,SKU-01706,SHP-0002253,2,0,360,75.6,284.4,1.779221576E9
retail,SKU-04445,SHP-0020489,2,0,360,75.6,284.4,1.779221792E9
online,SKU-07949,SHP-0028619,3,0,360,75.6,284.4,1.743392016E9
retail,SKU-07255,SHP-0016401,2,0,360,75.6,284.4,1.729331583E9
online,SKU-04746,SHP-0009863,2,0,360,75.6,284.4,1.729365557E9
retail,SKU-06048,SHP-0000492,2,0,360,75.6,284.4,1.729365777E9
online,SKU-09423,SHP-0009373,3,0,360,75.6,284.4,1.737290582E9
online,SKU-06011,SHP-0024231,3,0,360,75.6,284.4,1.744781548E9
retail,SKU-08095,SHP-0005769,2,1,360,75.6,284.4,1.765020838E9
online,SKU-03006,SHP-0015911,3,0,360,75.6,284.4,1.771701544E9
online,SKU-08843,SHP-0007053,2,0,360,75.6,284.4,1.726074483E9
online,SKU-09028,SHP-0029205,2,0,360,75.6,284.4,1.778892138E9
online,SKU-08095,SHP-0000512,2,0,360,75.6,284.4,1.726359527E9
online,SKU-07323,SHP-0014074,2,0,360,75.6,284.4,1.737538535E9
retail,SKU-05898,SHP-0003334,2,0,360,75.6,284.4,1.737562555E9
online,SKU-04888,SHP-0012449,3,0,360,75.6,284.4,1.761797815E9
marketplace,SKU-07255,SHP-0016564,2,0,360,75.6,284.4,1.76182342E9
online,SKU-05203,SHP-0000219,4,0,360,75.6,284.4,1.749869379E9
retail,SKU-08095,SHP-0005982,2,1,360,75.6,284.4,1.719779292E9
online,SKU-08095,SHP-0029175,2,0,360,75.6,284.4,1.739230852E9
online,SKU-08843,SHP-0020489,2,0,360,75.6,284.4,1.771903438E9
online,SKU-05131,SHP-0003397,3,3,360,75.6,284.4,1.727142868E9
online,SKU-04445,SHP-0010234,2,0,360,75.6,284.4,1.746768907E9
online,SKU-01788,SHP-0011662,3,2,360,75.6,284.4,1.746771544E9
online,SKU-05200,SHP-0016169,2,0,360,75.6,284.4,1.732746643E9
online,SKU-03093,SHP-0005559,2,0,360,75.6,284.4,1.743818891E9
online,SKU-07896,SHP-0025954,3,0,360,75.6,284.4,1.743880479E9
online,SKU-05200,SHP-0010447,2,0,360,75.6,284.4,1.743892067E9
online,SKU-07323,SHP-0018743,2,0,360,75.6,284.4,1.734658673E9
